과제번호,질환,질환_en,표적,모달리티,모달리티_대분류,개발단계,개발단계_en,보유기관,적응증,과제명,현재상태,성공가능성_pct,성공가능성_근거
RS-2025-02213103,신경,Neurology,"TrkA, TRPV1",Small molecules,합성/저분자,비임상,Preclinical,주식회사 마더스제약,Osteoarthritis pain,신규 선택적인 allosteric TrkA inhibitor 기전의 통증 치료제 비임상 개발,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
RS-2025-02213047,신경,Neurology,LRRK2,Small molecules,합성/저분자,비임상,Preclinical,노보렉스 주식회사,Parkinson's disease,LRRK2 저해 후보물질의 파킨슨병 질병조절(Disease-Modifying) 치료제 개발을 위한 비임상 유효성 및 안전성 평가와 IND 승인,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
RS-2025-02173013,신경,Neurology,"Non-neuronal cells (Astrocytic scar, Glial scar, fibroblasts and etc.）",Gene & Nucleic acids,바이오/첨단,비임상,Preclinical,주식회사 스탠드업테라퓨티스,"Spinal Cord Injury, SCI",생체내 세포운명전환기술을 이용한 척수신경손상의 유전자 치료제 개발에 대한 비임상 연구,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
RS-2025-02073078,신경,Neurology,NQO1,Small molecules,합성/저분자,비임상,Preclinical,엘마이토테라퓨틱스,Charcot-Marie-Tooth disease type 1A,샤르코-마리-투스병 1A형(CMT1A) 치료제 LMT801의 비임상 연구,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
RS-2023-00284156,신경,Neurology,ROS.related inflammation,Others-Synth.,합성/저분자,비임상,Preclinical,주식회사 세닉스바이오테크,Cerebral infarction,악성뇌경색의 희귀의약품 개발을 위한 CX301의 비임상시험 및 공정개발,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
RS-2023-00258714,신경,Neurology,SOD1,Small molecules,합성/저분자,비임상,Preclinical,피알지에스앤텍,Amyotrophic Lateral Sclerosis,SOD1 단백질의 응집을 저해하는 저분자 화합물을 이용한 ALS 질환 치료제 비임상 개발,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
HN22C0431,신경,Neurology,PMP22,Gene & Nucleic acids,바이오/첨단,비임상,Preclinical,(주)툴젠,Charcot-Marie-Tooth disease type 1A,AAV-CRISPR를 이용한 PMP22 발현 정상화 기전의 샤르코-마리-투스 1A 질환 치료제에 대한 비임상 개발,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
HN21C0617,신경,Neurology,eIF4E,Gene & Nucleic acids,바이오/첨단,비임상,Preclinical,소바젠㈜,FCDII Refractory epilepsy,소아 난치성 뇌전증 first-in-class 치료제 eIF4E ASO (antisense oligonucleotide) 개발 및 RNA 신약 개발 생태계 구축,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
RS-2025-25454824,신경,Neurology,Human Complement 5(C5),Antibody,바이오/첨단,임상1상,Phase1,이뮨앱스,Myasthenia Gravis,중증근무력증 치료제 개발을 위한 보체 C5 억제 치료용 항체의 글로벌 임상1b상 연구,진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
RS-2025-02183050,신경,Neurology,활성산소(ROS),Others-Synth.,합성/저분자,임상1상,Phase1,주식회사 세닉스바이오테크,SAH,지주막하출혈 치료를 위한 세리아 기반 나노자임 CX213의 희귀의약품 임상 1상 개발 연구,진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
RS-2024-00442484,신경,Neurology,Oncopathogenic neo-TβR1-RKIP interaction,Small molecules,합성/저분자,임상1상,Phase1,피알지에스앤텍,Neurofibromatosis Type 2,제 2형 신경섬유종증 치료제 글로벌 공동개발을 위한 환자대상 PRG-N-01 임상 1상 개발,진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
RS-2023-00283009,신경,Neurology,c.Abl/LRRK2,Small molecules,합성/저분자,임상1상,Phase1,퍼스트바이오테라퓨틱스,Parkinson's disease,c.Abl/LRRK2 이중 표적의 First.in.class 파킨슨 치료제 FB418의 임상 1상 개발,진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
RS-2025-25454827,신경,Neurology,"5-HT2AR, mGluR5",Small molecules,합성/저분자,임상2상,Phase2,(주)비보존,Neuropathic Pain (PHN),VVZ-2471 캡슐의 경구용 비마약성 진통제 임상 2상 개발과제,진행중 (국가신약개발사업 협약과제),15.2,BIO 2016 (Phase2→승인 15.2%)
RS-2024-00459662,신경,Neurology,Paraoxonase 2,Small molecules,합성/저분자,임상2상,Phase2,주식회사 글라세움,Parkinson’s disease,PON2를 통한 오토파지 활성화 기전의 파킨슨병 근본적 치료제 Vutiglabridin의 임상 2a상 개발,진행중 (국가신약개발사업 협약과제),15.2,BIO 2016 (Phase2→승인 15.2%)
RS-2025-02222987,대사,Metabolic,ZBP1,Small molecules,합성/저분자,발굴,Discovery,울산과학기술원,Hepatic disease,선천면역센서 ZBP1 타겟 저분자 화합물 기반 알코올성 간질환 치료제 개발: 염증성 세포 사멸 기전 저해를 통한 선도물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN22C0645,대사,Metabolic,CXCR7,rProtein,바이오/첨단,발굴,Discovery,연세대학교 산학협력단,NASH,내분비 펩타이드 SHLP 및 그 유도체를 이용한 NASH 치료제 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN22C0278,대사,Metabolic,TFEB,Small molecules,합성/저분자,발굴,Discovery,(주)라이조테크,NASH,TFEB 를 target으로 하는 리소좀 stress억제 기전의 NASH 치료제 저분자화합물,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN22C0120,대사,Metabolic,PPARγ S273,Small molecules,합성/저분자,발굴,Discovery,한국생명공학연구원,"Diabetes, Obesity",지방세포 리모델링 기반 PPAR-gamma 인산화 표적 대사질환 치료제 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C1265,대사,Metabolic,IP6K,Small molecules,합성/저분자,발굴,Discovery,한국과학기술원,Obesity,경구용 비만치료제 개발을 위한 IP6 kinase 타겟 기반 유효물질 및 선도물질 도출 연구,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C0447,대사,Metabolic,PAK4,Small molecules,합성/저분자,발굴,Discovery,전북대학교 산학협력단,Diabetes,당뇨병 치료제로서 PAK4억제제 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C1150,대사,Metabolic,SMS1,Small molecules,합성/저분자,발굴,Discovery,서울대학교 산학협력단,Cirrhosis,간세포 지방독성을 감소시키는 Sphingomyelin Synthase 1 저해제를 이용한 간경변증 치료제 개발을 위한 선도물질 도출 연구,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C1149,대사,Metabolic,MLKL,Small molecules,합성/저분자,발굴,Discovery,한양대학교 산학협력단,NASH,비알콜성지방간 치료제 개발을 위한 MLKL 저해제의 유효물질 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C1008,대사,Metabolic,Atypical PKC,Small molecules,합성/저분자,발굴,Discovery,연세대학교 산학협력단,"Diabetes, Obesity",대사성질환 혁신신약 개발을 위한 비정형 PKC활성화 기반 당배출용 선도물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2025-02213767,대사,Metabolic,ActRII/Myostatin,Antibody,바이오/첨단,발굴,Discovery,(주)프로젠,Obesity,차세대 근육 보존 비만치료제 개발을 위한 이중 타겟 선도물질 연구,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2023-00283399,대사,Metabolic,DYRK1B,Small molecules,합성/저분자,발굴,Discovery,(주)테라시드바이오사이언스,Liver fibrosis,DYRK1B 저해기전의 비알콜성 지방간염 치료제 선도물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2023-00282576,대사,Metabolic,ALK7,Small molecules,합성/저분자,발굴,Discovery,(의료)길의료재단,Obesity,저분자 화합물을 이용한 지방분해 촉진 및 에너지 대사 증가 기전의 비만 및 대사성질환 치료제에 대한 선도물질 도출 연구,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2023-00218351,대사,Metabolic,STK25,Small molecules,합성/저분자,발굴,Discovery,한국화학연구원,NASH,STK25 조절을 통한 비알코올성 지방간염 치료제 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN22C0723,대사,Metabolic,NMD,Small molecules,합성/저분자,발굴,Discovery,라이보텍 주식회사,Duchenne muscular dystrophy,mRNA 안정성 증가를 통한 듀센형 근이영양증 치료제 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
