과제번호,source,신약구분,질환,표적,모달리티_대분류,모달리티,개발단계,보유기관,적응증,약물,현재상태,시작일,1차완료예정,등록목표,성공가능성_pct,성공가능성_근거,과제명
RS-2022-00165557,KDDF,,종양,IL-2,바이오/첨단,rProtein,비임상,한미약품(주),"Renal cell carcinoma, melanoma",,진행중 (국가신약개발사업 협약과제),,,,6.0,"추정(비임상→승인, 업계 통용)",IL-2 수용체들에 대한 결합 특성이 최적화된 지속형 IL-2 analog (HM16390)를 이용한 immune modulating 기전의 항암치료제 비임상 개발
HN22C0670,KDDF,,종양,EGFR,표적단백질분해(TPD),TPD,비임상,제이투에이치 바이오텍 (주),NSCLC(EGFR mutation),,진행중 (국가신약개발사업 협약과제),,,,6.0,"추정(비임상→승인, 업계 통용)",PROTAC 기술이 도입된 4세대 EGFR 비소세포 폐암치료제 후보물질의 임상 1상 IND 승인
HN22C0663,KDDF,,종양,EGFR,합성/저분자,Small molecules,비임상,보로노이(주),NSCLC(EGFR mutation),,진행중 (국가신약개발사업 협약과제),,,,6.0,"추정(비임상→승인, 업계 통용)","VRN11의 비임상 연구 - 뛰어난 뇌투과성을 바탕으로 한 C797S 및 G719X L861X, S768I/V EGFR 돌연변이를 가진 비소세포폐암 치료제 개발"
HN22C0630,KDDF,,종양,AhR,합성/저분자,Small molecules,비임상,동아에스티(주),Advanced Solid Tumor,,진행중 (국가신약개발사업 협약과제),,,,6.0,"추정(비임상→승인, 업계 통용)",면역항암 치료제 DA-4505 전임상 연구
HN22C0583,KDDF,,종양,STAT3,합성/저분자,Small molecules,비임상,제이더블유 중외제약 주식회사,TNBC,,진행중 (국가신약개발사업 협약과제),,,,6.0,"추정(비임상→승인, 업계 통용)","STAT3 선택적 직접 저해제, JW2286의 삼중음성유방암을 포함하는 고형암 타겟의 항암제 개발"
HN22C0531,KDDF,,종양,ENPP1,합성/저분자,Small molecules,비임상,(주)티씨노바이오사이언스,Colorectal cancer,,진행중 (국가신약개발사업 협약과제),,,,6.0,"추정(비임상→승인, 업계 통용)",ENPP1 저해 면역항암제 TXN10128 전임상 연구
HN22C0373,KDDF,,종양,B7-H3,바이오/첨단,Antibody,비임상,㈜인투셀,NSCLC,,진행중 (국가신약개발사업 협약과제),,,,6.0,"추정(비임상→승인, 업계 통용)",비소세포 폐암 치료제용 B7-H3 표적 ADC 후보물질 ITC-6146RO의 전임상 개발
HN22C0365,KDDF,,종양,"mTOR, STAT3",바이오/첨단,Gene & Nucleic acids,비임상,㈜큐리진,"Bladder Cancer, Head And Neck Cancer, Pancreatic Cancer",,진행중 (국가신약개발사업 협약과제),,,,6.0,"추정(비임상→승인, 업계 통용)",혁신 bispecific RNAi 시스템 기반 항암 유전자 치료제의 비임상 연구
HN22C0262,KDDF,,종양,IDO1,바이오/첨단,Gene & Nucleic acids,비임상,㈜레모넥스,Solid Tumor,,진행중 (국가신약개발사업 협약과제),,,,6.0,"추정(비임상→승인, 업계 통용)",무반응성 고형암종의 종양미세환경을 타겟하는 이중-RNA 면역항암제 LEM-S403의 비임상 개발
HN22C0250,KDDF,,종양,L1CAM,바이오/첨단,Cell therapies,비임상,카텍셀주식회사,Ovarian Cancer,,진행중 (국가신약개발사업 협약과제),,,,6.0,"추정(비임상→승인, 업계 통용)",재발성 난소암을 대상으로 하는 L1CAM 표적 CAR-T세포 유전자치료제 개발
HN22C0157,KDDF,,종양,IGSF1,바이오/첨단,Antibody,비임상,웰마커바이오 주식회사,Lung Cancer,,진행중 (국가신약개발사업 협약과제),,,,6.0,"추정(비임상→승인, 업계 통용)",PD-L1 negative/low 비소세포폐암 치료를 위한 first-in-class 신규 면역항암제 개발
HN21C1400,KDDF,,종양,CD300c,바이오/첨단,Antibody,비임상,주식회사 센트릭스바이오,"Lung cancer, Colorectal, Breast cancer",,진행중 (국가신약개발사업 협약과제),,,,6.0,"추정(비임상→승인, 업계 통용)",신규 면역관문 타겟인 CD300c에 대한 면역항암치료제 비임상 연구
HN21C1388,KDDF,,종양,"PD-L1, CD47",바이오/첨단,Antibody,비임상,(주)이뮨온시아,TNBC,,진행중 (국가신약개발사업 협약과제),,,,6.0,"추정(비임상→승인, 업계 통용)",PD-L1 및 CD47을 타겟하는 이중항체 면역항암제 IOH-001에 대한 비임상연구
HN21C1199,KDDF,,종양,TROP2,바이오/첨단,Antibody,비임상,(주)레고켐 바이오사이언스,Solid Tumor,,진행중 (국가신약개발사업 협약과제),,,,6.0,"추정(비임상→승인, 업계 통용)","IND filing을 위한 TROP2-ADC의 비임상 및 임상시료 생산, 또는 기술이전"
HN21C1077,KDDF,,종양,EZH1/2,합성/저분자,Small molecules,비임상,한미약품(주),Malignant tumor,,진행중 (국가신약개발사업 협약과제),,,,6.0,"추정(비임상→승인, 업계 통용)",각종 암 치료제로서 후성학적 단백질 EZH1/2 이중 저해제인 HM97662의 비임상 개발
HN21C0955,KDDF,,종양,PIN1,합성/저분자,Small molecules,비임상,파이메드바이오 주식회사,Resistant cancer,,진행중 (국가신약개발사업 협약과제),,,,6.0,"추정(비임상→승인, 업계 통용)",First-in-class 암줄기성 억제 항암제 PMB212의 비임상 연구 및 IND 승인
HN21C0886,KDDF,,종양,PIM Kinase,합성/저분자,Small molecules,비임상,제일약품 주식회사,AML,,진행중 (국가신약개발사업 협약과제),,,,6.0,"추정(비임상→승인, 업계 통용)",PIM kinase를 표적으로 하는 혈액암 치료제 JPC-089의 비임상개발 연구
HN21C0860,KDDF,,종양,"C-kit, microtuble inhibition에 의한 cell cycle arrest, apoptosis 유도",바이오/첨단,Antibody,비임상,(주)노벨티노빌리티,Gastrointestinal stromal tumor,,진행중 (국가신약개발사업 협약과제),,,,6.0,"추정(비임상→승인, 업계 통용)",c-Kit을 타깃하는 항체-약물 접합체를 이용한 GIST 치료제에 대한 비임상 개발
HN21C0774,KDDF,,종양,VISTA,바이오/첨단,Antibody,비임상,(주)파멥신,NSCLC,,진행중 (국가신약개발사업 협약과제),,,,6.0,"추정(비임상→승인, 업계 통용)",VISTA를 표적하는 면역관문억제제 PMC-309의 비소세포폐암 치료제 개발
HN21C0614,KDDF,,종양,"B7-H4, 4-1BB",바이오/첨단,Antibody,비임상,에이비엘바이오 주식회사,Solid Tumor,,진행중 (국가신약개발사업 협약과제),,,,6.0,"추정(비임상→승인, 업계 통용)",B7-H4x4-1BB (ABL103) 이중항체의 임상진입을 위한 비임상 연구
HN21C0580,KDDF,,종양,Mps1,합성/저분자,Small molecules,비임상,보로노이㈜,TNBC and CDK4/6i resistant solid tumors,,진행중 (국가신약개발사업 협약과제),,,,6.0,"추정(비임상→승인, 업계 통용)","VRN08의 비임상연구 - 암세포 분열 조절인자, Mps1을 저해하는 경구용 표적 치료제"
RS-2025-25454729,KDDF,,종양,BTK/HCK/LYN,표적단백질분해(TPD),TPD,임상1상,주식회사 유빅스테라퓨틱스,Relapsed/Refractory B-cell Malignancies,,진행중 (국가신약개발사업 협약과제),,,,9.6,BIO 2016 (Phase1→승인 9.6%),재발성/불응성 B세포암 환자에 대한 경구용 BTK 분해제 UBX-303061의 임상 개발
RS-2025-25451121,KDDF,,종양,"HPV16/18 E6, E7 protein",바이오/첨단,Cell therapies,임상1상,셀리드,HPV16/18 positive HNSCC,,진행중 (국가신약개발사업 협약과제),,,,9.6,BIO 2016 (Phase1→승인 9.6%),"HPV16 및/또는 HPV18 양성인, 절제 불가능한 재발성 또는 전이성 두경부편평상피세포암 치료제 BVAC-E6E7의 임상 1상 개발"
RS-2025-25446915,KDDF,,종양,MASTL,합성/저분자,Small molecules,임상1상,아벨로스테라퓨틱스 주식회사,"CRC, GC,Sarcoma, TNBC, AML etc.",,진행중 (국가신약개발사업 협약과제),,,,9.6,BIO 2016 (Phase1→승인 9.6%),MASTL 저해제를 이용한 신규 항암제의 임상 개발
RS-2025-02213533,KDDF,,종양,HER2,합성/저분자,Small molecules,임상1상,(주)유한양행,NSCLC,,진행중 (국가신약개발사업 협약과제),,,,9.6,BIO 2016 (Phase1→승인 9.6%),신규 HER2 타이로신키나아제 저해 고형암 치료제 YH42946의 개발
RS-2025-02213273,KDDF,,종양,hTERT mRNA,바이오/첨단,Gene & Nucleic acids,임상1상,알지노믹스 주식회사,GBM,,진행중 (국가신약개발사업 협약과제),,,,9.6,BIO 2016 (Phase1→승인 9.6%),"교모세포종 환자를 대상으로 RZ-001의 안전성, 내약성 및 유효성을 평가하는 제1상 임상시험"
RS-2025-02183074,KDDF,,종양,EGFR,합성/저분자,Small molecules,임상1상,제이인츠바이오,NSCLC,,진행중 (국가신약개발사업 협약과제),,,,9.6,BIO 2016 (Phase1→승인 9.6%),차세대 EGFR 돌연변이 비소세포폐암 치료제 JIN-A02의 임상 개발
RS-2025-02073050,KDDF,,종양,Topoisomerase 1,합성/저분자,Small molecules,임상1상,에스엔바이오사이언스,SCLC,,진행중 (국가신약개발사업 협약과제),,,,9.6,BIO 2016 (Phase1→승인 9.6%),소세포폐암치료제 신약 SNB-101 글로벌 임상1상 개발
RS-2024-00508039,KDDF,,종양,CD5,바이오/첨단,Cell therapies,임상1상,주식회사 지씨셀,NK and T-cell malignancies,,진행중 (국가신약개발사업 협약과제),,,,9.6,BIO 2016 (Phase1→승인 9.6%),NK 및 T 세포 악성 종양 치료를 위한 CD5 CAR-NK 치료제 개발 연구
RS-2024-00461295,KDDF,,종양,c-Kit,바이오/첨단,Antibody,임상1상,주식회사 노벨티노빌리티,"SCLC, GIST",,진행중 (국가신약개발사업 협약과제),,,,9.6,BIO 2016 (Phase1→승인 9.6%),c-Kit 타깃 항체약물 접합체를 이용한 SCLC 및 GIST 치료제에 대한 임상 개발
RS-2024-00460284,KDDF,,종양,PARP-1,합성/저분자,Small molecules,임상1상,다임바이오 주식회사,Solid cancer,,진행중 (국가신약개발사업 협약과제),,,,9.6,BIO 2016 (Phase1→승인 9.6%),2세대 PARP-1 선택적 저해제 DM5167의 임상1상 개발
RS-2024-00459844,KDDF,,종양,"CTLA-4/PD-L1, IL-2R",바이오/첨단,rProtein,임상1상,(주)지아이이노베이션,Metastatic Melanoma,,진행중 (국가신약개발사업 협약과제),,,,9.6,BIO 2016 (Phase1→승인 9.6%),면역세포 표적형 사이토카인 GI-102 피하 및 정맥 주사 제형의 기술수출 또는 전이성 흑색종 조건부 허가 신청
RS-2024-00332279,KDDF,,종양,HPK1,합성/저분자,Small molecules,임상1상,퍼스트바이오테라퓨틱스,"Ovarian cancer, Endometrial cancer, Renal cell carcinoma",,진행중 (국가신약개발사업 협약과제),,,,9.6,BIO 2016 (Phase1→승인 9.6%),"차세대 면역 항암제 HPK1 억제제, FB849의 임상 1상 개발"
RS-2023-00283610,KDDF,,종양,GPC3,바이오/첨단,Cell therapies,임상1상,주식회사 유틸렉스,Liver cancer,,진행중 (국가신약개발사업 협약과제),,,,9.6,BIO 2016 (Phase1→승인 9.6%),진행성 간세포암 환자 대상 자가유래 4세대 GPC3 CAR.T 임상연구
RS-2023-00282830,KDDF,,종양,ENPP1,합성/저분자,Small molecules,임상1상,(주)티씨노바이오사이언스,Solid tumor,,진행중 (국가신약개발사업 협약과제),,,,9.6,BIO 2016 (Phase1→승인 9.6%),ENPP1 저해 면역항암제 TXN10128 임상 1상 연구
RS-2023-00258721,KDDF,,종양,CD19,바이오/첨단,Cell therapies,임상1상,주식회사 티카로스,B cell lymphoma,,진행중 (국가신약개발사업 협약과제),,,,9.6,BIO 2016 (Phase1→승인 9.6%),재발성 또는 불응성 성인 B세포 림프종 대상 CD19표적 기능강화 CAR.T세포치료제 (TC011) 임상 1상 시험연구
RS-2023-00219060,KDDF,,종양,mutant RON,합성/저분자,Small molecules,임상1상,웰마커바이오 주식회사,Colorectal cancer,,진행중 (국가신약개발사업 협약과제),,,,9.6,BIO 2016 (Phase1→승인 9.6%),진행성 또는 전이성 고형암 환자에서 WM-S1-030의 임상 1상 연구
RS-2022-00167091,KDDF,,종양,TGFβR1,합성/저분자,Small molecules,임상1상,티움바이오,Solid Tumor,,진행중 (국가신약개발사업 협약과제),,,,9.6,BIO 2016 (Phase1→승인 9.6%),진행성/전이성 고형암에 대한 TGFβR1 저해제 TU2218과 pembrolizumab의 병용 요법에 대한 임상 1b 연구
RS-2022-00165541,KDDF,,종양,PRMT5,합성/저분자,Small molecules,임상1상,SK바이오팜(주),Glioblastoma,,진행중 (국가신약개발사업 협약과제),,,,9.6,BIO 2016 (Phase1→승인 9.6%),뇌 투과도 높은 PRMT5 저해제의 임상 1상 개발
HN22C0592,KDDF,,종양,IL13Rα2,바이오/첨단,Cell therapies,임상1상,주식회사 셀랩메드,Glioblastoma,,진행중 (국가신약개발사업 협약과제),,,,9.6,BIO 2016 (Phase1→승인 9.6%),신규 암항원 IL13Ra2를 타겟으로 하는 CAR-T 치료제 YYB-103의 안전성평가를 위한 임상시험
HN22C0451,KDDF,,종양,"CD80, IL-2",바이오/첨단,rProtein,임상1상,㈜지아이이노베이션,Advanced or Metastatic Solid Tumor,,진행중 (국가신약개발사업 협약과제),,,,9.6,BIO 2016 (Phase1→승인 9.6%),"진행성 또는 전이성 고형암 환자를 대상으로 GI-101 단일요법 및 GI-101과 pembrolizumab, lenvatinib 또는 국소 방사선 병용요법의 안전성, 내약성, 약동학 및 치료효과를 평가하기 위한 제1/2상, 공개, 용량증량 및 확장 임상시험"
HN22C0009,KDDF,,종양,CD19,바이오/첨단,Cell therapies,임상1상,앱클론㈜,Non-Hodgkin Lymphoma,,진행중 (국가신약개발사업 협약과제),,,,9.6,BIO 2016 (Phase1→승인 9.6%),혁신 CD19 표적 CAR-T 치료제 임상 1상 연구
HN21C1391,KDDF,,종양,PD-1,바이오/첨단,Antibody,임상1상,주식회사 와이바이오로직스,"Squamous cell carcinoma, Renal cell carcinoma",,진행중 (국가신약개발사업 협약과제),,,,9.6,BIO 2016 (Phase1→승인 9.6%),신규 면역항암제 YBL-006의 임상 1상 수행 및 종료
HN21C1297,KDDF,,종양,PSMA,바이오/첨단,RPT,임상1상,(주)퓨쳐켐,Prostate cancer,,진행중 (국가신약개발사업 협약과제),,,,9.6,BIO 2016 (Phase1→승인 9.6%),전립선암 표적 치료 방사성의약품 신약 임상개발
HN21C0979,KDDF,,종양,"PD-L1, LAG-3",바이오/첨단,Antibody,임상1상,에이비엘바이오 주식회사,"NSCLC, Lung cancer, Colorectal cancer, Gastric cancer, Triple-Negative Breast Cancer, Ovarian cancer",,진행중 (국가신약개발사업 협약과제),,,,9.6,BIO 2016 (Phase1→승인 9.6%),LAG-3와 PD-L1을 타깃으로 하는 항암이중항체 ABL501의 임상1상 연구개발
HN21C0859,KDDF,,종양,EGFR(C797S),합성/저분자,Small molecules,임상1상,브릿지바이오테라퓨틱스㈜,NSCLC,,진행중 (국가신약개발사업 협약과제),,,,9.6,BIO 2016 (Phase1→승인 9.6%),C797S 특이 EGFR 돌연변이를 타깃 저해하는 제 4세대 비소세포폐암 치료제 BBT-176의 임상1상 개발
HN21C0653,KDDF,,종양,CD19,바이오/첨단,Cell therapies,임상1상,주식회사 큐로셀,Non-small cell lymphoma,,진행중 (국가신약개발사업 협약과제),,,,9.6,BIO 2016 (Phase1→승인 9.6%),면역억제환경을 극복하는 차세대 CD19 CAR-T의 임상 시험을 통한 신약 허가 획득
HN21C0551,KDDF,,종양,"c-MET, EGFR",바이오/첨단,Antibody,임상1상,(주)종근당,NSCLC,,진행중 (국가신약개발사업 협약과제),,,,9.6,BIO 2016 (Phase1→승인 9.6%),비소세포폐암 표적 이중항체 신약 - CKD-702의 임상 1상 개발
RS-2025-25454580,KDDF,,종양,HER2/4-1BB,바이오/첨단,Antibody,임상2상,(주)유한양행,1st indication: HER2-positive Biliary Tract Cancer Other Indications: HER2-expressing solid tumors​,,진행중 (국가신약개발사업 협약과제),,,,15.2,BIO 2016 (Phase2→승인 15.2%),신규 HER2/4-1BB 이중항체 면역항암제 YH32367의 HER2 양성 고형암 치료제 개발
RS-2025-02212979,KDDF,,종양,"BTK, TEC",합성/저분자,Small molecules,임상2상,(주)노보메디슨,PCNSL,,진행중 (국가신약개발사업 협약과제),,,,15.2,BIO 2016 (Phase2→승인 15.2%),재발/불응성 원발성 중추신경계 림프종 치료를 위한 신약 Poseltinib의 임상 2상 연구
RS-2024-00332815,KDDF,,종양,CD19,바이오/첨단,Cell therapies,임상2상,앱클론㈜,Cancer,,진행중 (국가신약개발사업 협약과제),,,,15.2,BIO 2016 (Phase2→승인 15.2%),CD19 표적 혁신 CART 치료제 임상 2상 연구
RS-2023-00284103,KDDF,,종양,c.MET,합성/저분자,Small molecules,임상2상,에이비온주식회사,"Solid tumor, NSCLC",,진행중 (국가신약개발사업 협약과제),,,,15.2,BIO 2016 (Phase2→승인 15.2%),정밀의료 기반의 c.Met 표적 항암제 ABN401의 글로벌 임상2상 연구
RS-2023-00218051,KDDF,,종양,PSMA,바이오/첨단,RPT,임상2상,퓨쳐켐,Castration-resistant prostate cancer,,진행중 (국가신약개발사업 협약과제),,,,15.2,BIO 2016 (Phase2→승인 15.2%),전립선암 표적 항암 치료 방사성의약품 신약 개발
